method,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR,retrieval_time
h2l-hybrid,HIV_TB_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,2.8429760932922363
h2l-hybrid,HIV_TB_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.5862679481506348
h2l-hybrid,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,7.246152877807617
h2l-hybrid,HIV_TB_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,7.372931003570557
h2l-hybrid,HIV_TB_005,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,4.627778053283691
h2l-hybrid,BEDRIDDEN_001,complex,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,2.748828887939453
h2l-hybrid,BEDRIDDEN_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.391403913497925
h2l-hybrid,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,5.4052698612213135
h2l-hybrid,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,7.142155885696411
h2l-hybrid,BEDRIDDEN_005,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.7665557861328125
h2l-hybrid,BEDRIDDEN_006,simple,0.0,0.0,0.0,0.0,0.0,0.0,3.6630868911743164
h2l-hybrid,BEDRIDDEN_007,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,6.63257098197937
h2l-hybrid,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.849670886993408
h2l-hybrid,BEDRIDDEN_009,moderate,0.4,1.0,0.5714285714285715,0.8503449055347546,0.7,1.0,2.1583139896392822
h2l-hybrid,BEDRIDDEN_010,complex,0.0,0.0,0.0,0.0,0.0,0.0,4.181802034378052
h2l-hybrid,REHAB_001,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.5934088230133057
h2l-hybrid,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.396507978439331
h2l-hybrid,REHAB_003,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.6789979934692383
h2l-hybrid,REHAB_004,simple,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,5.357918977737427
h2l-hybrid,REHAB_005,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,1.8902819156646729
h2l-hybrid,FINANCE_001,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0,1.9240999221801758
h2l-hybrid,FINANCE_002,moderate,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,2.15250301361084
h2l-hybrid,FINANCE_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.1749958992004395
h2l-hybrid,FINANCE_004,simple,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.521927833557129
h2l-hybrid,FINANCE_005,moderate,0.0,0.0,0.0,0.0,0.2216931216931217,0.14285714285714285,3.283411979675293
h2l-hybrid,LOVE_001,simple,0.2,0.3333333333333333,0.25,0.2960819109658652,0.2888888888888889,0.5,2.1778697967529297
h2l-hybrid,LOVE_002,moderate,0.6,0.75,0.6666666666666665,0.7903299296767691,0.8928571428571428,1.0,1.9173691272735596
h2l-hybrid,LOVE_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.237697124481201
h2l-hybrid,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.900444746017456
h2l-hybrid,LOVE_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.7143971920013428
h2l-hybrid,FAMILY_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.6761820316314697
h2l-hybrid,FAMILY_002,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.4277307987213135
h2l-hybrid,FAMILY_003,simple,0.0,0.0,0.0,0.0,0.0,0.0,4.5754759311676025
h2l-hybrid,VIOLENCE_001,complex,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,2.1012420654296875
h2l-hybrid,VIOLENCE_002,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.309152841567993
h2l-hybrid,VIOLENCE_003,moderate,0.4,0.6666666666666666,0.5,0.6713860725233041,0.5714285714285714,1.0,2.0808207988739014
h2l-hybrid,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.9787940979003906
h2l-hybrid,VIOLENCE_005,complex,0.8,0.8,0.8000000000000002,0.7364185288376675,0.8766666666666666,1.0,6.955021858215332
h2l-hybrid,CHILD_001_PAR_01,moderate,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,2.247649669647217
h2l-hybrid,CHILD_002_PAR_01,complex,0.8,0.8,0.8000000000000002,0.5088013258915567,0.8509090909090908,1.0,5.777791976928711
h2l-hybrid,CHILD_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.9448530673980713
h2l-hybrid,CHILD_004_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6659090909090909,1.0,2.7556519508361816
h2l-hybrid,CHILD_005_PAR_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.383350133895874
h2l-hybrid,ELDER_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.7179791927337646
h2l-hybrid,ELDER_004_PAR_01,complex,0.6,0.42857142857142855,0.5,0.6843515475204855,0.7408686551543695,1.0,3.1157288551330566
h2l-hybrid,ELDER_007_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.9816241264343262
h2l-hybrid,ELDER_008_PAR_01,complex,0.4,0.5,0.4444444444444445,0.4232448892278954,0.42658730158730157,0.3333333333333333,5.766513109207153
h2l-hybrid,ELDER_010_PAR_01,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,3.0123720169067383
h2l-hybrid,DISABLED_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.563279151916504
h2l-hybrid,DISABLED_002_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.236354112625122
h2l-hybrid,DISABLED_003_PAR_01,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.5769230769230769,1.0,1.975860834121704
h2l-hybrid,DISABLED_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.12692307692307692,0.1,3.003654956817627
h2l-hybrid,DISABLED_005_PAR_01,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.141392707824707
h2l-hybrid,DISABLED_006_PAR_01,moderate,0.4,0.6666666666666666,0.5,0.819876640193745,0.5499999999999999,1.0,2.8447959423065186
h2l-hybrid,DISABLED_007_PAR_01,complex,0.8,0.8,0.8000000000000002,0.9129675424759451,0.8314285714285713,1.0,5.949985027313232
h2l-hybrid,DISABLED_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.084887981414795
h2l-hybrid,DISABLED_009_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.657155752182007
h2l-hybrid,DISABLED_010_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,4.9426350593566895
h2l-hybrid,HOMELESS_002_PAR_01,complex,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,2.5734851360321045
h2l-hybrid,MENTAL_001_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5682539682539682,1.0,2.5914368629455566
h2l-hybrid,MENTAL_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.222858190536499
h2l-hybrid,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.6916069984436035
h2l-hybrid,MENTAL_010_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.967839002609253
h2l-hybrid,SUBSTANCE_002_PAR_01,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.4494941234588623
h2l-hybrid,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.8098981380462646
h2l-hybrid,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.812108039855957
h2l-hybrid,NCD_009_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.388369083404541
h2l-hybrid,NCD_010_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.8342039585113525
h2l-hybrid,HIV_TB_005_PAR_01,complex,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,2.5180912017822266
h2l-hybrid,BEDRIDDEN_006_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.313458204269409
h2l-hybrid,BEDRIDDEN_010_PAR_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.500515937805176
h2l-hybrid,REHAB_001_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.300806760787964
h2l-hybrid,REHAB_003_PAR_01,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6428571428571428,1.0,2.48275089263916
h2l-hybrid,REHAB_004_PAR_01,simple,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,3.661702871322632
h2l-hybrid,REHAB_005_PAR_01,moderate,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,2.0917727947235107
h2l-hybrid,FINANCE_001_PAR_01,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0,1.5492019653320312
h2l-hybrid,FINANCE_002_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0,4.233429908752441
h2l-hybrid,FINANCE_003_PAR_01,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.242155075073242
h2l-hybrid,LOVE_005_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.4034481048583984
h2l-hybrid,FAMILY_001_PAR_01,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.6762380599975586
h2l-hybrid,FAMILY_002_PAR_01,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.8566038608551025
h2l-hybrid,FAMILY_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.511303186416626
h2l-hybrid,CHILD_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.0520331859588623
h2l-hybrid,ELDER_001_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.3789849281311035
h2l-hybrid,ELDER_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.8247430324554443
h2l-hybrid,ELDER_007_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.8157548904418945
h2l-hybrid,DISABLED_001_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.065260648727417
h2l-hybrid,DISABLED_005_ESC_01,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,2.4621660709381104
h2l-hybrid,DISABLED_009_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.257110595703125
h2l-hybrid,HOMELESS_003_ESC_01,complex,0.4,0.6666666666666666,0.5,0.7653606369886217,0.7916666666666666,1.0,2.3683090209960938
h2l-hybrid,MENTAL_003_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.473253011703491
h2l-hybrid,MENTAL_007_ESC_01,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.852344036102295
h2l-hybrid,CHILD_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.352200984954834
h2l-hybrid,CHILD_005_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.0691308975219727
h2l-hybrid,ELDER_004_SIM_01,simple,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,0.8144879341125488
h2l-hybrid,ELDER_008_SIM_01,simple,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.7032451629638672
h2l-hybrid,ELDER_010_SIM_01,simple,0.2,1.0,0.33333333333333337,0.6309297535714574,0.5,0.5,0.6669609546661377
h2l-hybrid,DISABLED_003_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.617102861404419
h2l-hybrid,DISABLED_007_SIM_01,simple,0.2,0.3333333333333333,0.25,0.46927872602275644,0.5694444444444444,1.0,0.6139841079711914
h2l-hybrid,HOMELESS_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6674089431762695
h2l-hybrid,HOMELESS_005_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6157410144805908
h2l-hybrid,MENTAL_002_SIM_01,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.6253478527069092
h2l-hybrid,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.0159060955047607
h2l-hybrid,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.5207901000976562
h2l-hybrid,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.5251209735870361
h2l-hybrid,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.8465349674224854
h2l-hybrid,ADV_005,moderate,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,1.8844141960144043
h2l-hybrid,NEG_SH_POS,moderate,0.4,0.5,0.4444444444444445,0.6366824387328317,0.7678571428571428,1.0,1.4832501411437988
h2l-hybrid,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.3189890384674072
h2l-hybrid,NEG_SM_POS,simple,0.6,0.75,0.6666666666666665,0.75369761125927,0.6810897435897436,1.0,1.3005809783935547
h2l-hybrid,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.215306043624878
h2l-hybrid,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.4171488285064697
h2l-hybrid,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.3897919654846191
h2l-hybrid,NEG_MH_POS,complex,0.4,0.4,0.4000000000000001,0.5052077707304854,0.6055555555555554,1.0,1.3410630226135254
h2l-hybrid,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.7445592880249023
h2l-hybrid,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0,4.936172962188721
h2l-hybrid,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.226155996322632
h2l-hybrid,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.5376052856445312
h2l-hybrid,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.1601321697235107
h2l-hybrid,NEG_LH_POS,complex,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8928571428571428,1.0,1.9748332500457764
h2l-hybrid,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.9332659244537354
h2l-hybrid,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.18560606060606064,0.125,2.004824161529541
h2l-hybrid,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.7716178894042969
h2l-hybrid,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.7192492485046387
h2l-hybrid,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.156322956085205
h2l-hybrid,NEG_SH_POS_V2,moderate,0.6,0.75,0.6666666666666665,0.8318724637288826,0.875,1.0,1.613070011138916
h2l-hybrid,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.690723180770874
h2l-hybrid,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.1396470069885254
h2l-hybrid,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,2.1308672428131104
h2l-hybrid,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.9198668003082275
h2l-hybrid,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.838860034942627
h2l-hybrid,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.116997718811035
h2l-hybrid,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.3696250915527344
h2l-hybrid,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.3466529846191406
h2l-hybrid,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0,2.253021001815796
h2l-hybrid,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.155797004699707
h2l-hybrid,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.1085197925567627
h2l-hybrid,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,6.682110071182251
h2l-hybrid,NEG_LH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,2.9161369800567627
h2l-hybrid,NEG_LM_POS_V2,complex,0.2,0.5,0.28571428571428575,0.6131471927654584,0.5714285714285714,1.0,2.0235769748687744
h2l-hybrid,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0,1.585871934890747
h2l-hybrid,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,3.3667311668395996
h2l-hybrid,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0,1.3443272113800049
