alpha,arm,case_id,complexity,n_problems,doc_ids,P@5,R@5,F1@5,nDCG@5,nDCG@10,MAP,MRR
0.01,h2l-hybrid,NEG_SM_POS_V2,simple,2,87|12|3|39|43|31|38|86|26|53|41|82|50|40|25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_SM_NEG_V2,simple,3,39|87|33|26|41|31|82|12|54|86|3|71|25|42|51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_SL_POS_V2,simple,0,47|51|29|32|57|58|62|55|14|13|28|59|31|56|22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_SL_NEG_V2,simple,0,48|55|51|58|47|32|56|57|70|41|40|67|35|52|28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_MH_POS_V2,complex,3,3|85|88|21|1|84|37|29|86|0|12|26|31|20|87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_MH_NEG_V2,complex,4,3|85|84|21|1|88|37|0|12|4|86|87|71|6|26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_MM_POS_V2,moderate,4,71|86|82|78|1|6|3|12|30|37|26|40|29|14|17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_MM_NEG_V2,moderate,2,9|1|71|86|12|3|26|54|47|75|21|0|82|84|13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_ML_POS_V2,simple,2,36|39|51|78|25|9|69|72|76|29|33|38|30|82|67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_ML_NEG_V2,simple,1,30|33|28|36|29|9|69|70|26|17|32|12|47|73|51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_LH_POS_V2,complex,6,12|84|88|58|3|86|26|85|87|40|0|71|29|1|81,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0.01,h2l-hybrid,NEG_LH_NEG_V2,complex,7,84|3|12|85|32|1|0|88|86|87|35|71|20|34|40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_LM_POS_V2,complex,5,89|75|76|86|78|6|64|82|38|1|3|12|0|37|26,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.01,h2l-hybrid,NEG_LM_NEG_V2,complex,3,75|89|1|86|29|31|26|12|85|39|25|37|78|59|8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_LL_POS_V2,simple,1,61|8|16|59|60|66|6|21|18|13|25|28|65|29|26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,NEG_LL_NEG_V2,simple,2,3|12|29|59|25|1|60|8|6|28|66|26|38|16|31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,SHORT_ELDER_01,simple,3,8|68|6|62|44|47|59|60|66|67|18|51|70|50|65,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.01,h2l-hybrid,SHORT_HOMELESS_01,simple,2,29|25|42|28|61|43|9|12|39|26|47|40|31|57|51,0.2,0.5,0.28571428571428575,0.13770577618809332,0.43201649929501884,0.3333333333333333,0.3333333333333333
0.01,h2l-hybrid,SHORT_MENTAL_01,simple,2,31|29|1|54|39|70|17|55|21|56|47|86|51|32|82,0.6,1.0,0.7499999999999999,0.8145672023038535,0.8145672023038535,1.0,1.0
0.01,h2l-hybrid,SHORT_CHILD_01,simple,2,1|20|17|21|73|24|9|29|3|86|37|85|16|34|0,0.8,1.0,0.888888888888889,0.9047172294870751,0.9047172294870751,0.8041666666666667,1.0
0.01,h2l-hybrid,SHORT_ABUSE_01,simple,3,87|12|26|84|3|88|81|89|6|10|18|79|33|14|30,0.8,1.0,0.888888888888889,0.9558295932317544,0.9558295932317544,0.8875,1.0
0.01,h2l-hybrid,TINY_ABUSE_01,simple,2,3|89|88|84|12|87|21|26|29|85|81|37|90|33|25,0.2,0.5,0.28571428571428575,0.2640681225725909,0.48247555939075504,0.29166666666666663,0.25
0.01,h2l-hybrid,TINY_MENTAL_01,simple,2,29|1|39|21|32|9|13|17|34|68|55|51|30|67|80,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.0
0.01,h2l-hybrid,TINY_HOMELESS_01,simple,1,25|29|26|28|8|1|61|59|78|58|67|71|62|4|21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_006,moderate,2,81|30|6|80|31|88|76|34|33|70|29|32|72|12|47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_007,moderate,2,86|31|29|82|58|26|40|56|71|1|43|3|34|72|12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_008,moderate,4,29|70|1|21|9|78|36|39|72|73|17|32|12|56|82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_009,moderate,2,89|3|84|75|34|85|12|31|29|78|74|81|26|88|17,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.01,h2l-hybrid,ADV_010,moderate,2,3|29|26|87|12|31|1|85|86|88|55|47|81|37|66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_011,moderate,3,66|6|62|14|17|12|47|42|8|40|10|38|18|28|61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_012,moderate,5,86|58|40|6|12|82|71|9|20|14|70|17|67|32|38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_013,moderate,2,31|29|21|1|39|17|47|86|59|32|51|70|67|36|55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_014,moderate,2,88|85|21|1|26|29|89|86|33|43|82|8|25|75|2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_015,moderate,3,84|74|3|2|87|40|12|77|89|13|65|63|5|4|29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_016,moderate,2,71|25|28|29|26|1|17|18|21|67|33|0|55|59|22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_017,moderate,2,0|26|6|4|77|75|85|66|12|32|3|41|83|67|20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_018,moderate,4,61|14|50|57|7|17|62|6|68|66|10|67|38|47|63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,h2l-hybrid,ADV_019,moderate,3,44|75|51|47|67|8|45|52|19|14|66|32|6|89|70,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0.01,h2l-hybrid,ADV_020,moderate,3,57|55|58|50|14|56|31|36|7|42|29|61|17|39|30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,CHILD_004,moderate,3,3|84|12|1|89|37|85|88|42|87|81|4|10|86|26,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6136334521116898,0.6833333333333333,1.0
0.25,h2l-hybrid,ELDER_002,moderate,7,6|62|68|66|14|64|60|8|18|30|59|65|47|20|63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ELDER_009,moderate,4,13|62|63|59|9|67|39|36|65|22|34|68|82|6|38,0.2,1.0,0.33333333333333337,0.6309297535714575,0.6309297535714575,0.5,0.5
0.25,h2l-hybrid,DISABLED_004,moderate,3,18|62|68|6|64|22|14|66|69|65|8|72|75|15|16,0.0,0.0,0.0,0.0,0.36181498356361597,0.15555555555555556,0.1111111111111111
0.25,h2l-hybrid,DISABLED_006,moderate,4,20|85|6|60|17|24|68|1|2|14|16|62|0|59|22,0.4,1.0,0.5714285714285715,0.9327783893101107,0.9327783893101107,0.7,1.0
0.25,h2l-hybrid,HOMELESS_003,simple,4,27|69|74|65|89|13|18|15|25|78|63|59|29|36|0,0.2,1.0,0.33333333333333337,0.6309297535714575,0.6309297535714575,0.5,0.5
0.25,h2l-hybrid,MENTAL_006,complex,1,35|91|14|38|79|44|30|70|34|31|81|80|6|32|53,0.2,1.0,0.33333333333333337,0.5,0.5,0.3333333333333333,0.3333333333333333
0.25,h2l-hybrid,MENTAL_008,moderate,6,37|81|84|86|21|1|3|33|80|85|24|25|31|12|88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,MENTAL_009,complex,0,38|9|68|34|6|39|87|36|51|67|13|18|82|35|17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,SUBSTANCE_003,simple,1,42|32|52|43|79|39|31|12|10|82|87|30|36|51|3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NCD_001,simple,1,44|19|8|32|45|51|48|47|52|14|66|10|28|50|6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NCD_004,complex,4,47|51|45|59|67|65|6|8|82|86|68|61|63|39|62,0.0,0.0,0.0,0.0,0.31546487678572877,0.125,0.125
0.25,h2l-hybrid,NCD_008,complex,2,51|47|45|67|82|52|36|44|8|39|19|86|48|49|80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,HIV_TB_003,simple,1,56|54|55|57|41|58|11|86|29|17|82|70|21|48|52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,BEDRIDDEN_003,moderate,3,61|59|8|47|65|63|62|29|67|13|60|39|10|66|6,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,BEDRIDDEN_004,complex,4,62|6|66|18|64|8|68|60|14|13|59|63|61|65|46,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,BEDRIDDEN_008,moderate,3,66|8|62|68|6|60|10|46|64|61|63|67|14|50|59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,REHAB_002,simple,2,70|55|34|58|68|54|32|62|6|48|22|30|71|79|82,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,FINANCE_001,simple,3,74|5|65|2|69|36|75|15|77|18|8|59|23|25|22,0.4,1.0,0.5714285714285715,0.944847956559586,0.944847956559586,0.75,1.0
0.25,h2l-hybrid,LOVE_004,simple,1,82|51|54|86|45|47|48|36|6|71|79|30|9|38|39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,FAMILY_001,moderate,4,84|87|12|3|37|89|88|0|1|43|2|20|81|40|25,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,VIOLENCE_004,simple,0,90|87|77|6|22|74|10|66|8|34|84|89|25|88|16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,CHILD_004_PAR_01,moderate,3,3|84|12|1|89|37|88|85|42|81|40|86|26|10|4,0.4,0.6666666666666666,0.5,0.7653606369886217,0.9066276098484507,0.7777777777777778,1.0
0.25,h2l-hybrid,DISABLED_004_PAR_01,moderate,2,18|68|62|64|6|14|65|69|22|87|66|8|72|75|16,0.0,0.0,0.0,0.0,0.4401191709229659,0.23095238095238094,0.14285714285714285
0.25,h2l-hybrid,DISABLED_006_PAR_01,moderate,4,20|6|60|17|85|62|68|16|14|8|77|59|18|65|24,0.4,0.5,0.4444444444444445,0.7520764230169481,0.7520764230169481,0.5041208791208791,1.0
0.25,h2l-hybrid,MENTAL_008_PAR_01,moderate,7,37|81|80|86|21|91|84|30|89|33|1|31|88|40|25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,SUBSTANCE_003_PAR_01,simple,1,42|32|52|43|79|39|12|82|31|68|36|87|10|30|51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NCD_001_PAR_01,simple,1,44|19|51|45|8|32|48|47|52|66|14|10|50|6|16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,FINANCE_001_PAR_01,simple,3,74|5|65|2|69|75|36|77|15|8|13|59|23|25|90,0.4,1.0,0.5714285714285715,0.944847956559586,0.944847956559586,0.75,1.0
0.25,h2l-hybrid,FAMILY_001_PAR_01,moderate,4,84|87|12|3|89|37|88|40|90|81|25|0|1|43|34,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,HOMELESS_003_ESC_01,complex,4,27|69|89|74|65|13|18|39|15|31|84|59|78|25|63,0.4,0.6666666666666666,0.5,0.7653606369886217,0.7653606369886217,0.7575757575757575,1.0
0.25,h2l-hybrid,ADV_001,moderate,2,30|31|81|80|6|74|76|47|91|77|51|62|33|49|89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_002,moderate,4,71|86|72|58|1|73|12|0|40|26|29|75|9|28|24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_003,moderate,3,70|29|1|8|16|17|73|78|33|4|69|36|22|67|55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_004,moderate,2,3|1|86|12|84|21|37|85|20|0|31|87|9|26|38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_005,moderate,1,84|12|1|3|85|0|20|72|87|81|26|37|69|29|2,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693
0.25,h2l-hybrid,NEG_SH_POS,moderate,1,30|80|51|31|91|39|6|81|70|29|10|58|17|79|82,0.6,0.75,0.6666666666666665,0.787702056960637,0.910853251331002,0.775,1.0
0.25,h2l-hybrid,NEG_SH_NEG,moderate,1,30|81|80|31|91|39|6|29|70|32|21|34|88|51|47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SM_POS,simple,2,74|77|49|65|8|61|75|62|69|23|59|7|22|5|63,0.6,0.75,0.6666666666666665,0.8048099750039491,0.9223260797603763,0.7986111111111112,1.0
0.25,h2l-hybrid,NEG_SM_NEG,simple,2,74|77|65|75|49|8|69|42|62|22|61|51|59|23|7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SL_POS,simple,2,24|51|32|21|16|28|29|26|59|55|61|3|66|67|65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SL_NEG,simple,1,32|51|21|17|13|57|16|29|28|24|47|82|59|61|67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MH_POS,complex,3,3|84|85|87|12|20|88|37|89|26|81|1|2|0|4,0.6,0.6,0.6,0.811925988329848,0.872759065542811,0.6922222222222222,1.0
0.25,h2l-hybrid,NEG_MH_NEG,complex,4,85|20|84|3|2|12|1|0|37|87|4|88|26|81|6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MM_POS,moderate,5,86|68|42|87|39|82|12|38|79|48|43|14|26|50|53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MM_NEG,moderate,6,86|68|12|42|72|87|6|38|70|39|26|3|41|53|47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_ML_POS,simple,3,65|36|61|39|9|13|17|29|67|25|59|51|54|47|86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_ML_NEG,simple,4,74|65|36|25|61|39|17|13|29|67|59|8|23|51|15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LH_POS,complex,5,87|12|84|26|83|41|3|55|40|16|18|6|43|10|82,0.6,0.75,0.6666666666666665,0.8318724637288826,0.9619991470595832,0.8928571428571428,1.0
0.25,h2l-hybrid,NEG_LH_NEG,complex,3,30|70|80|81|87|41|76|38|6|82|8|83|68|26|66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LM_POS,complex,6,76|36|39|82|51|75|86|49|78|6|31|47|9|67|59,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333
0.25,h2l-hybrid,NEG_LM_NEG,complex,0,1|20|3|85|0|86|84|26|37|24|34|9|4|73|38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LL_POS,simple,4,6|8|66|62|10|60|14|50|68|38|9|28|75|13|16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LL_NEG,simple,5,6|8|62|66|14|10|60|48|47|67|12|28|18|16|61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SH_POS_V2,moderate,1,30|80|91|51|31|6|40|10|88|81|58|33|76|70|47,0.6,0.75,0.6666666666666665,0.8318724637288826,0.9447176050778178,0.85,1.0
0.25,h2l-hybrid,NEG_SH_NEG_V2,moderate,1,30|80|81|91|31|88|29|33|6|34|51|47|70|32|79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SM_POS_V2,simple,2,87|12|3|39|43|31|38|86|26|53|41|82|50|40|25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SM_NEG_V2,simple,3,39|87|33|26|41|31|82|12|54|86|3|71|25|42|51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SL_POS_V2,simple,0,47|51|29|32|57|58|62|55|14|13|28|59|31|56|22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_SL_NEG_V2,simple,0,48|55|51|58|47|32|56|57|70|41|40|67|35|52|28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MH_POS_V2,complex,3,3|85|88|21|1|84|37|29|86|0|12|26|31|20|87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MH_NEG_V2,complex,4,3|85|84|21|1|88|37|0|12|4|86|87|71|6|26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MM_POS_V2,moderate,4,71|86|82|78|1|6|3|12|30|37|26|40|29|14|17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_MM_NEG_V2,moderate,2,9|1|71|86|12|3|26|54|47|75|21|0|82|84|13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_ML_POS_V2,simple,2,36|39|51|78|25|9|69|72|76|29|33|38|30|82|67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_ML_NEG_V2,simple,1,30|33|28|36|29|9|69|70|26|17|32|12|47|73|51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LH_POS_V2,complex,6,12|84|88|58|3|86|26|85|87|40|0|71|29|1|81,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0.25,h2l-hybrid,NEG_LH_NEG_V2,complex,7,84|3|12|85|32|1|0|88|86|87|35|71|20|34|40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LM_POS_V2,complex,5,89|75|76|86|78|6|64|82|38|1|3|12|0|37|26,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,NEG_LM_NEG_V2,complex,3,75|89|1|86|29|31|26|12|85|39|25|37|78|59|8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LL_POS_V2,simple,1,61|8|16|59|60|66|6|21|18|13|25|28|65|29|26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,NEG_LL_NEG_V2,simple,2,3|12|29|59|25|1|60|8|6|28|66|26|38|16|31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,SHORT_ELDER_01,simple,3,8|68|6|62|44|47|59|60|66|67|18|51|70|50|65,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,SHORT_HOMELESS_01,simple,2,29|25|42|28|61|43|9|12|39|26|47|40|31|57|51,0.2,0.5,0.28571428571428575,0.13770577618809332,0.43201649929501884,0.3333333333333333,0.3333333333333333
0.25,h2l-hybrid,SHORT_MENTAL_01,simple,2,31|29|1|54|39|70|17|55|21|56|47|86|51|32|82,0.6,1.0,0.7499999999999999,0.8145672023038535,0.8145672023038535,1.0,1.0
0.25,h2l-hybrid,SHORT_CHILD_01,simple,2,1|20|17|21|73|24|9|29|3|86|37|85|16|34|0,0.8,1.0,0.888888888888889,0.9047172294870751,0.9047172294870751,0.8041666666666667,1.0
0.25,h2l-hybrid,SHORT_ABUSE_01,simple,3,87|12|26|84|3|88|81|89|6|10|18|79|33|14|30,0.8,1.0,0.888888888888889,0.9558295932317544,0.9558295932317544,0.8875,1.0
0.25,h2l-hybrid,TINY_ABUSE_01,simple,2,3|89|88|84|12|87|21|26|29|85|81|37|90|33|25,0.2,0.5,0.28571428571428575,0.2640681225725909,0.48247555939075504,0.29166666666666663,0.25
0.25,h2l-hybrid,TINY_MENTAL_01,simple,2,29|1|39|21|32|9|13|17|34|68|55|51|30|67|80,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,TINY_HOMELESS_01,simple,1,25|29|26|28|8|1|61|59|78|58|67|71|62|4|21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_006,moderate,2,81|30|6|80|31|88|76|34|33|70|29|32|72|12|47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_007,moderate,2,86|31|29|82|58|26|40|56|71|1|43|3|34|72|12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_008,moderate,4,29|70|1|21|9|78|36|39|72|73|17|32|12|56|82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_009,moderate,2,89|3|84|75|34|85|12|31|29|78|74|81|26|88|17,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.25,h2l-hybrid,ADV_010,moderate,2,3|29|26|87|12|31|1|85|86|88|55|47|81|37|66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_011,moderate,3,66|6|62|14|17|12|47|42|8|40|10|38|18|28|61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_012,moderate,5,86|58|40|6|12|82|71|9|20|14|70|17|67|32|38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_013,moderate,2,31|29|21|1|39|17|47|86|59|32|51|70|67|36|55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_014,moderate,2,88|85|21|1|26|29|89|86|33|43|82|8|25|75|2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_015,moderate,3,84|74|3|2|87|40|12|77|89|13|65|63|5|4|29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_016,moderate,2,71|25|28|29|26|1|17|18|21|67|33|0|55|59|22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_017,moderate,2,0|26|6|4|77|75|85|66|12|32|3|41|83|67|20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_018,moderate,4,61|14|50|57|7|17|62|6|68|66|10|67|38|47|63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,h2l-hybrid,ADV_019,moderate,3,44|75|51|47|67|8|45|52|19|14|66|32|6|89|70,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0.25,h2l-hybrid,ADV_020,moderate,3,57|55|58|50|14|56|31|36|7|42|29|61|17|39|30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,CHILD_004,moderate,3,3|84|12|1|89|37|85|88|42|87|81|4|10|86|26,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6136334521116898,0.6833333333333333,1.0
0.5,h2l-hybrid,ELDER_002,moderate,7,6|62|68|66|14|64|60|8|18|30|59|65|47|20|63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,ELDER_009,moderate,4,13|62|63|59|9|67|39|36|65|22|34|68|82|6|38,0.2,1.0,0.33333333333333337,0.6309297535714575,0.6309297535714575,0.5,0.5
0.5,h2l-hybrid,DISABLED_004,moderate,3,18|62|68|6|64|22|14|66|69|65|8|72|75|15|16,0.0,0.0,0.0,0.0,0.36181498356361597,0.15555555555555556,0.1111111111111111
0.5,h2l-hybrid,DISABLED_006,moderate,4,20|85|6|60|17|24|68|1|2|14|16|62|0|59|22,0.4,1.0,0.5714285714285715,0.9327783893101107,0.9327783893101107,0.7,1.0
0.5,h2l-hybrid,HOMELESS_003,simple,4,27|69|74|65|89|13|18|15|25|78|63|59|29|36|0,0.2,1.0,0.33333333333333337,0.6309297535714575,0.6309297535714575,0.5,0.5
0.5,h2l-hybrid,MENTAL_006,complex,1,35|91|14|38|79|44|30|70|34|31|81|80|6|32|53,0.2,1.0,0.33333333333333337,0.5,0.5,0.3333333333333333,0.3333333333333333
0.5,h2l-hybrid,MENTAL_008,moderate,6,37|81|84|86|21|1|3|33|80|85|24|25|31|12|88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,MENTAL_009,complex,0,38|9|68|34|6|39|87|36|51|67|13|18|82|35|17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,SUBSTANCE_003,simple,1,42|32|52|43|79|39|31|12|10|82|87|30|36|51|3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,NCD_001,simple,1,44|19|8|32|45|51|48|47|52|14|66|10|28|50|6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,NCD_004,complex,4,47|51|45|59|67|65|6|8|82|86|68|61|63|39|62,0.0,0.0,0.0,0.0,0.31546487678572877,0.125,0.125
0.5,h2l-hybrid,NCD_008,complex,2,51|47|45|67|82|52|36|44|8|39|19|86|48|49|80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,HIV_TB_003,simple,1,56|54|55|57|41|58|11|86|29|17|82|70|21|48|52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,BEDRIDDEN_003,moderate,3,61|59|8|47|65|63|62|29|67|13|60|39|10|66|6,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.5,h2l-hybrid,BEDRIDDEN_004,complex,4,62|6|66|18|64|8|68|60|14|13|59|63|61|65|46,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
0.5,h2l-hybrid,BEDRIDDEN_008,moderate,3,66|8|62|68|6|60|10|46|64|61|63|67|14|50|59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,h2l-hybrid,REHAB_002,simple,2,70|55|34|58|68|54|32|62|6|48|22|30|71|79|82,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
